"region","party","Year=2014"
"0604 Aneby","Folkpartiet",2.9
"0604 Aneby","Kristdemokraterna",13.5
"0604 Aneby","Miljöpartiet",4.8
"0604 Aneby","Socialdemokraterna",29.1
"0604 Aneby","Vänsterpartiet",2.6
"0604 Aneby","Sverigedemokraterna",16.5
"0604 Aneby","övriga partier",1.4
"0604 Aneby","ogiltiga valsedlar",..
"0604 Aneby","ej röstande",..
"0617 Gnosjö","Moderaterna",20.7
"0617 Gnosjö","Centerpartiet",8.5
"0617 Gnosjö","Folkpartiet",2.9
"0617 Gnosjö","Kristdemokraterna",14.2
"0617 Gnosjö","Miljöpartiet",3.4
"0617 Gnosjö","Socialdemokraterna",30.5
"0617 Gnosjö","Vänsterpartiet",2.6
"0617 Gnosjö","Sverigedemokraterna",15.9
"0617 Gnosjö","övriga partier",1.2
"0617 Gnosjö","ogiltiga valsedlar",..
"0617 Gnosjö","ej röstande",..
"0642 Mullsjö","Moderaterna",16.7
"0642 Mullsjö","Centerpartiet",5.1
"0642 Mullsjö","Folkpartiet",3.4
"0642 Mullsjö","Kristdemokraterna",17.0
"0642 Mullsjö","Miljöpartiet",6.0
"0642 Mullsjö","Socialdemokraterna",28.6
"0642 Mullsjö","Vänsterpartiet",4.8
"0642 Mullsjö","Sverigedemokraterna",16.0
"0642 Mullsjö","övriga partier",2.4
"0642 Mullsjö","ogiltiga valsedlar",..
"0642 Mullsjö","ej röstande",..
"0643 Habo","Moderaterna",22.7
"0643 Habo","Centerpartiet",6.5
"0643 Habo","Folkpartiet",3.7
"0643 Habo","Kristdemokraterna",13.4
"0643 Habo","Miljöpartiet",5.4
"0643 Habo","Socialdemokraterna",27.7
"0643 Habo","Vänsterpartiet",3.2
"0643 Habo","Sverigedemokraterna",15.4
"0643 Habo","övriga partier",2.0
"0643 Habo","ogiltiga valsedlar",..
"0643 Habo","ej röstande",..
"0662 Gislaved","Moderaterna",21.9
"0662 Gislaved","Centerpartiet",10.1
"0662 Gislaved","Folkpartiet",3.2
"0662 Gislaved","Kristdemokraterna",5.4
"0662 Gislaved","Miljöpartiet",3.7
"0662 Gislaved","Socialdemokraterna",35.4
"0662 Gislaved","Vänsterpartiet",3.1
"0662 Gislaved","Sverigedemokraterna",15.9
"0662 Gislaved","övriga partier",1.4
"0662 Gislaved","ogiltiga valsedlar",..
"0662 Gislaved","ej röstande",..
"0665 Vaggeryd","Moderaterna",17.8
"0665 Vaggeryd","Centerpartiet",8.0
"0665 Vaggeryd","Folkpartiet",3.1
"0665 Vaggeryd","Kristdemokraterna",11.9
"0665 Vaggeryd","Miljöpartiet",4.1
"0665 Vaggeryd","Socialdemokraterna",34.3
"0665 Vaggeryd","Vänsterpartiet",3.5
"0665 Vaggeryd","Sverigedemokraterna",15.5
"0665 Vaggeryd","övriga partier",1.9
"0665 Vaggeryd","ogiltiga valsedlar",..
"0665 Vaggeryd","ej röstande",..
"0680 Jönköping","Moderaterna",21.9
"0680 Jönköping","Centerpartiet",5.8
"0680 Jönköping","Folkpartiet",4.2
"0680 Jönköping","Kristdemokraterna",11.1
"0680 Jönköping","Miljöpartiet",6.8
"0680 Jönköping","Socialdemokraterna",30.5
"0680 Jönköping","Vänsterpartiet",4.6
"0680 Jönköping","Sverigedemokraterna",12.5
"0680 Jönköping","övriga partier",2.5
"0680 Jönköping","ogiltiga valsedlar",..
"0680 Jönköping","ej röstande",..
"0682 Nässjö","Moderaterna",16.7
"0682 Nässjö","Centerpartiet",7.0
"0682 Nässjö","Folkpartiet",2.8
"0682 Nässjö","Kristdemokraterna",9.2
"0682 Nässjö","Miljöpartiet",5.1
"0682 Nässjö","Socialdemokraterna",33.8
"0682 Nässjö","Vänsterpartiet",4.1
"0682 Nässjö","Sverigedemokraterna",19.3
"0682 Nässjö","övriga partier",1.9
"0682 Nässjö","ogiltiga valsedlar",..
"0682 Nässjö","ej röstande",..
"0683 Värnamo","Moderaterna",20.4
"0683 Värnamo","Centerpartiet",10.9
"0683 Värnamo","Folkpartiet",3.0
"0683 Värnamo","Kristdemokraterna",9.8
"0683 Värnamo","Miljöpartiet",4.1
"0683 Värnamo","Socialdemokraterna",33.8
"0683 Värnamo","Vänsterpartiet",3.0
"0683 Värnamo","Sverigedemokraterna",13.4
"0683 Värnamo","övriga partier",1.7
"0683 Värnamo","ogiltiga valsedlar",..
"0683 Värnamo","ej röstande",..
"0684 Sävsjö","Moderaterna",17.8
"0684 Sävsjö","Centerpartiet",11.5
"0684 Sävsjö","Folkpartiet",2.3
"0684 Sävsjö","Kristdemokraterna",15.3
"0684 Sävsjö","Miljöpartiet",2.6
"0684 Sävsjö","Socialdemokraterna",27.4
"0684 Sävsjö","Vänsterpartiet",2.7
"0684 Sävsjö","Sverigedemokraterna",18.7
"0684 Sävsjö","övriga partier",1.6
"0684 Sävsjö","ogiltiga valsedlar",..
"0684 Sävsjö","ej röstande",..
"0685 Vetlanda","Moderaterna",18.3
"0685 Vetlanda","Centerpartiet",11.0
"0685 Vetlanda","Folkpartiet",3.5
"0685 Vetlanda","Kristdemokraterna",9.3
"0685 Vetlanda","Miljöpartiet",4.1
"0685 Vetlanda","Socialdemokraterna",32.1
"0685 Vetlanda","Vänsterpartiet",3.5
"0685 Vetlanda","Sverigedemokraterna",16.4
"0685 Vetlanda","övriga partier",1.8
"0685 Vetlanda","ogiltiga valsedlar",..
"0685 Vetlanda","ej röstande",..
"0686 Eksjö","Moderaterna",20.5
"0686 Eksjö","Centerpartiet",11.2
"0686 Eksjö","Folkpartiet",4.3
"0686 Eksjö","Kristdemokraterna",8.6
"0686 Eksjö","Miljöpartiet",5.4
"0686 Eksjö","Socialdemokraterna",30.9
"0686 Eksjö","Vänsterpartiet",3.4
"0686 Eksjö","Sverigedemokraterna",13.3
"0686 Eksjö","övriga partier",2.5
"0686 Eksjö","ogiltiga valsedlar",..
"0686 Eksjö","ej röstande",..
"0687 Tranås","Moderaterna",18.9
"0687 Tranås","Centerpartiet",6.4
"0687 Tranås","Folkpartiet",3.7
"0687 Tranås","Kristdemokraterna",7.7
"0687 Tranås","Miljöpartiet",5.5
"0687 Tranås","Socialdemokraterna",36.1
"0687 Tranås","Vänsterpartiet",4.0
"0687 Tranås","Sverigedemokraterna",15.5
"0687 Tranås","övriga partier",2.1
"0687 Tranås","ogiltiga valsedlar",..
"0687 Tranås","ej röstande",..
"0760 Uppvidinge","Moderaterna",17.7
"0760 Uppvidinge","Centerpartiet",13.2
"0760 Uppvidinge","Folkpartiet",2.7
"0760 Uppvidinge","Kristdemokraterna",3.7
"0760 Uppvidinge","Miljöpartiet",2.9
"0760 Uppvidinge","Socialdemokraterna",33.4
"0760 Uppvidinge","Vänsterpartiet",4.2
"0760 Uppvidinge","Sverigedemokraterna",20.0
"0760 Uppvidinge","övriga partier",2.2
"0760 Uppvidinge","ogiltiga valsedlar",..
"0760 Uppvidinge","ej röstande",..
"0761 Lessebo","Moderaterna",16.3
"0761 Lessebo","Centerpartiet",6.8
"0761 Lessebo","Folkpartiet",2.1
"0761 Lessebo","Kristdemokraterna",2.4
"0761 Lessebo","Miljöpartiet",4.6
"0761 Lessebo","Socialdemokraterna",41.5
"0761 Lessebo","Vänsterpartiet",5.8
"0761 Lessebo","Sverigedemokraterna",18.0
"0761 Lessebo","övriga partier",2.5
"0761 Lessebo","ogiltiga valsedlar",..
"0761 Lessebo","ej röstande",..
"0763 Tingsryd","Moderaterna",20.3
"0763 Tingsryd","Centerpartiet",13.1
"0763 Tingsryd","Folkpartiet",2.2
"0763 Tingsryd","Kristdemokraterna",4.4
"0763 Tingsryd","Miljöpartiet",2.8
"0763 Tingsryd","Socialdemokraterna",31.2
"0763 Tingsryd","Vänsterpartiet",3.6
"0763 Tingsryd","Sverigedemokraterna",20.4
"0763 Tingsryd","övriga partier",1.9
"0763 Tingsryd","ogiltiga valsedlar",..
"0763 Tingsryd","ej röstande",..
"0764 Alvesta","Moderaterna",20.5
"0764 Alvesta","Centerpartiet",10.6
"0764 Alvesta","Folkpartiet",2.4
"0764 Alvesta","Kristdemokraterna",4.2
"0764 Alvesta","Miljöpartiet",3.5
"0764 Alvesta","Socialdemokraterna",31.0
"0764 Alvesta","Vänsterpartiet",4.1
"0764 Alvesta","Sverigedemokraterna",21.6
"0764 Alvesta","övriga partier",2.2
"0764 Alvesta","ogiltiga valsedlar",..
"0764 Alvesta","ej röstande",..
"0765 Älmhult","Moderaterna",22.5
"0765 Älmhult","Centerpartiet",10.0
"0765 Älmhult","Folkpartiet",3.1
"0765 Älmhult","Kristdemokraterna",5.1
"0765 Älmhult","Miljöpartiet",5.2
"0765 Älmhult","Socialdemokraterna",33.5
"0765 Älmhult","Vänsterpartiet",3.4
"0765 Älmhult","Sverigedemokraterna",15.0
"0765 Älmhult","övriga partier",2.2
"0765 Älmhult","ogiltiga valsedlar",..
"0765 Älmhult","ej röstande",..
"0767 Markaryd","Moderaterna",19.6
"0767 Markaryd","Centerpartiet",7.5
"0767 Markaryd","Folkpartiet",1.7
"0767 Markaryd","Kristdemokraterna",7.4
"0767 Markaryd","Miljöpartiet",3.5
"0767 Markaryd","Socialdemokraterna",34.5
"0767 Markaryd","Vänsterpartiet",2.4
"0767 Markaryd","Sverigedemokraterna",21.1
"0767 Markaryd","övriga partier",2.3
"0767 Markaryd","ogiltiga valsedlar",..
"0767 Markaryd","ej röstande",..
"0780 Växjö","Moderaterna",24.0
"0780 Växjö","Centerpartiet",7.6
"0780 Växjö","Folkpartiet",4.3
"0780 Växjö","Kristdemokraterna",5.0
"0780 Växjö","Miljöpartiet",7.2
"0780 Växjö","Socialdemokraterna",31.3
"0780 Växjö","Vänsterpartiet",5.2
"0780 Växjö","Sverigedemokraterna",12.2
"0780 Växjö","övriga partier",3.2
"0780 Växjö","ogiltiga valsedlar",..
"0780 Växjö","ej röstande",..
"0781 Ljungby","Moderaterna",20.3
"0781 Ljungby","Centerpartiet",10.2
"0781 Ljungby","Folkpartiet",3.1
"0781 Ljungby","Kristdemokraterna",5.8
"0781 Ljungby","Miljöpartiet",4.2
"0781 Ljungby","Socialdemokraterna",33.4
"0781 Ljungby","Vänsterpartiet",4.2
"0781 Ljungby","Sverigedemokraterna",16.4
"0781 Ljungby","övriga partier",2.4
"0781 Ljungby","ogiltiga valsedlar",..
"0781 Ljungby","ej röstande",..
"0821 Högsby","Moderaterna",14.7
"0821 Högsby","Centerpartiet",10.6
"0821 Högsby","Folkpartiet",1.9
"0821 Högsby","Kristdemokraterna",5.3
"0821 Högsby","Miljöpartiet",2.3
"0821 Högsby","Socialdemokraterna",39.3
"0821 Högsby","Vänsterpartiet",4.1
"0821 Högsby","Sverigedemokraterna",19.9
"0821 Högsby","övriga partier",1.9
"0821 Högsby","ogiltiga valsedlar",..
"0821 Högsby","ej röstande",..
"0834 Torsås","Moderaterna",16.1
"0834 Torsås","Centerpartiet",13.7
"0834 Torsås","Folkpartiet",3.4
"0834 Torsås","Kristdemokraterna",4.1
"0834 Torsås","Miljöpartiet",3.2
"0834 Torsås","Socialdemokraterna",33.5
"0834 Torsås","Vänsterpartiet",3.2
"0834 Torsås","Sverigedemokraterna",20.8
"0834 Torsås","övriga partier",2.1
"0834 Torsås","ogiltiga valsedlar",..
"0834 Torsås","ej röstande",..
"0840 Mörbylånga","Moderaterna",24.8
"0840 Mörbylånga","Centerpartiet",9.7
"0840 Mörbylånga","Folkpartiet",4.1
"0840 Mörbylånga","Kristdemokraterna",4.5
"0840 Mörbylånga","Miljöpartiet",5.5
"0840 Mörbylånga","Socialdemokraterna",29.3
"0840 Mörbylånga","Vänsterpartiet",3.8
"0840 Mörbylånga","Sverigedemokraterna",15.2
"0840 Mörbylånga","övriga partier",3.1
"0840 Mörbylånga","ogiltiga valsedlar",..
"0840 Mörbylånga","ej röstande",..
"0860 Hultsfred","Moderaterna",14.3
"0860 Hultsfred","Centerpartiet",10.9
"0860 Hultsfred","Folkpartiet",2.1
"0860 Hultsfred","Kristdemokraterna",6.6
"0860 Hultsfred","Miljöpartiet",2.7
"0860 Hultsfred","Socialdemokraterna",39.6
"0860 Hultsfred","Vänsterpartiet",4.1
"0860 Hultsfred","Sverigedemokraterna",17.6
"0860 Hultsfred","övriga partier",2.1
"0860 Hultsfred","ogiltiga valsedlar",..
"0860 Hultsfred","ej röstande",..
"0861 Mönsterås","Moderaterna",16.9
"0861 Mönsterås","Centerpartiet",9.6
"0861 Mönsterås","Folkpartiet",2.4
"0861 Mönsterås","Kristdemokraterna",4.3
"0861 Mönsterås","Miljöpartiet",3.1
"0861 Mönsterås","Socialdemokraterna",39.1
"0861 Mönsterås","Vänsterpartiet",4.5
"0861 Mönsterås","Sverigedemokraterna",18.3
"0861 Mönsterås","övriga partier",1.8
"0861 Mönsterås","ogiltiga valsedlar",..
"0861 Mönsterås","ej röstande",..
"0862 Emmaboda","Moderaterna",16.6
"0862 Emmaboda","Centerpartiet",11.1
"0862 Emmaboda","Folkpartiet",1.7
"0862 Emmaboda","Kristdemokraterna",4.0
"0862 Emmaboda","Miljöpartiet",3.9
"0862 Emmaboda","Socialdemokraterna",40.1
"0862 Emmaboda","Vänsterpartiet",4.6
"0862 Emmaboda","Sverigedemokraterna",15.3
"0862 Emmaboda","övriga partier",2.5
"0862 Emmaboda","ogiltiga valsedlar",..
"0862 Emmaboda","ej röstande",..
"0880 Kalmar","Moderaterna",23.5
"0880 Kalmar","Centerpartiet",6.8
"0880 Kalmar","Folkpartiet",4.5
"0880 Kalmar","Kristdemokraterna",4.4
"0880 Kalmar","Miljöpartiet",6.9
"0880 Kalmar","Socialdemokraterna",32.7
"0880 Kalmar","Vänsterpartiet",4.5
"0880 Kalmar","Sverigedemokraterna",13.1
"0880 Kalmar","övriga partier",3.5
"0880 Kalmar","ogiltiga valsedlar",..
"0880 Kalmar","ej röstande",..
"0881 Nybro","Moderaterna",17.3
"0881 Nybro","Centerpartiet",10.5
"0881 Nybro","Folkpartiet",2.6
"0881 Nybro","Kristdemokraterna",4.6
"0881 Nybro","Miljöpartiet",3.4
"0881 Nybro","Socialdemokraterna",36.8
"0881 Nybro","Vänsterpartiet",5.3
"0881 Nybro","Sverigedemokraterna",17.2
"0881 Nybro","övriga partier",2.5
"0881 Nybro","ogiltiga valsedlar",..
"0881 Nybro","ej röstande",..
"0882 Oskarshamn","Moderaterna",21.0
"0882 Oskarshamn","Centerpartiet",4.6
"0882 Oskarshamn","Folkpartiet",4.4
"0882 Oskarshamn","Kristdemokraterna",5.8
"0882 Oskarshamn","Miljöpartiet",3.3
"0882 Oskarshamn","Socialdemokraterna",37.8
"0882 Oskarshamn","Vänsterpartiet",4.9
"0882 Oskarshamn","Sverigedemokraterna",16.3
"0882 Oskarshamn","övriga partier",1.9
"0882 Oskarshamn","ogiltiga valsedlar",..
"0882 Oskarshamn","ej röstande",..
"0883 Västervik","Moderaterna",19.3
"0883 Västervik","Centerpartiet",7.9
"0883 Västervik","Folkpartiet",3.8
"0883 Västervik","Kristdemokraterna",3.9
"0883 Västervik","Miljöpartiet",4.5
"0883 Västervik","Socialdemokraterna",39.3
"0883 Västervik","Vänsterpartiet",5.1
"0883 Västervik","Sverigedemokraterna",13.6
"0883 Västervik","övriga partier",2.6
"0883 Västervik","ogiltiga valsedlar",..
"0883 Västervik","ej röstande",..
"0884 Vimmerby","Moderaterna",18.9
"0884 Vimmerby","Centerpartiet",11.6
"0884 Vimmerby","Folkpartiet",2.3
"0884 Vimmerby","Kristdemokraterna",5.0
"0884 Vimmerby","Miljöpartiet",3.9
"0884 Vimmerby","Socialdemokraterna",36.3
"0884 Vimmerby","Vänsterpartiet",4.4
"0884 Vimmerby","Sverigedemokraterna",15.5
"0884 Vimmerby","övriga partier",2.2
"0884 Vimmerby","ogiltiga valsedlar",..
"0884 Vimmerby","ej röstande",..
"0885 Borgholm","Moderaterna",24.6
"0885 Borgholm","Centerpartiet",14.7
"0885 Borgholm","Folkpartiet",3.5
"0885 Borgholm","Kristdemokraterna",5.1
"0885 Borgholm","Miljöpartiet",4.5
"0885 Borgholm","Socialdemokraterna",25.6
"0885 Borgholm","Vänsterpartiet",3.7
"0885 Borgholm","Sverigedemokraterna",15.3
"0885 Borgholm","övriga partier",3.1
"0885 Borgholm","ogiltiga valsedlar",..
"0885 Borgholm","ej röstande",..
"0980 Gotland","Moderaterna",21.3
"0980 Gotland","Centerpartiet",13.4
"0980 Gotland","Folkpartiet",3.8
"0980 Gotland","Kristdemokraterna",2.8
"0980 Gotland","Miljöpartiet",7.2
"0980 Gotland","Socialdemokraterna",32.2
"0980 Gotland","Vänsterpartiet",5.8
"0980 Gotland","Sverigedemokraterna",8.2
"0980 Gotland","övriga partier",5.3
"0980 Gotland","ogiltiga valsedlar",..
"0980 Gotland","ej röstande",..
"1060 Olofström","Moderaterna",13.4
"1060 Olofström","Centerpartiet",5.6
"1060 Olofström","Folkpartiet",2.0
"1060 Olofström","Kristdemokraterna",3.4
"1060 Olofström","Miljöpartiet",3.5
"1060 Olofström","Socialdemokraterna",45.9
"1060 Olofström","Vänsterpartiet",4.9
"1060 Olofström","Sverigedemokraterna",19.1
"1060 Olofström","övriga partier",2.1
"1060 Olofström","ogiltiga valsedlar",..
"1060 Olofström","ej röstande",..
"1080 Karlskrona","Moderaterna",20.7
"1080 Karlskrona","Centerpartiet",5.8
"1080 Karlskrona","Folkpartiet",5.2
"1080 Karlskrona","Kristdemokraterna",3.9
"1080 Karlskrona","Miljöpartiet",5.4
"1080 Karlskrona","Socialdemokraterna",36.3
"1080 Karlskrona","Vänsterpartiet",4.6
"1080 Karlskrona","Sverigedemokraterna",15.5
"1080 Karlskrona","övriga partier",2.6
"1080 Karlskrona","ogiltiga valsedlar",..
"1080 Karlskrona","ej röstande",..
"1081 Ronneby","Moderaterna",17.8
"1081 Ronneby","Centerpartiet",6.9
"1081 Ronneby","Folkpartiet",3.5
"1081 Ronneby","Kristdemokraterna",2.9
"1081 Ronneby","Miljöpartiet",3.9
"1081 Ronneby","Socialdemokraterna",36.0
"1081 Ronneby","Vänsterpartiet",5.2
"1081 Ronneby","Sverigedemokraterna",21.5
"1081 Ronneby","övriga partier",2.3
"1081 Ronneby","ogiltiga valsedlar",..
"1081 Ronneby","ej röstande",..
"1082 Karlshamn","Moderaterna",18.7
"1082 Karlshamn","Centerpartiet",4.8
"1082 Karlshamn","Folkpartiet",2.9
"1082 Karlshamn","Kristdemokraterna",3.1
"1082 Karlshamn","Miljöpartiet",5.7
"1082 Karlshamn","Socialdemokraterna",38.7
"1082 Karlshamn","Vänsterpartiet",5.0
"1082 Karlshamn","Sverigedemokraterna",18.4
"1082 Karlshamn","övriga partier",2.7
"1082 Karlshamn","ogiltiga valsedlar",..
"1082 Karlshamn","ej röstande",..
"1083 Sölvesborg","Moderaterna",22.7
"1083 Sölvesborg","Centerpartiet",4.6
"1083 Sölvesborg","Folkpartiet",2.8
"1083 Sölvesborg","Kristdemokraterna",3.0
"1083 Sölvesborg","Miljöpartiet",3.9
"1083 Sölvesborg","Socialdemokraterna",33.0
"1083 Sölvesborg","Vänsterpartiet",3.2
"1083 Sölvesborg","Sverigedemokraterna",25.0
"1083 Sölvesborg","övriga partier",1.9
"1083 Sölvesborg","ogiltiga valsedlar",..
"1083 Sölvesborg","ej röstande",..
"1214 Svalöv","Moderaterna",17.8
"1214 Svalöv","Centerpartiet",9.7
"1214 Svalöv","Folkpartiet",3.5
"1214 Svalöv","Kristdemokraterna",2.6
"1214 Svalöv","Miljöpartiet",4.7
"1214 Svalöv","Socialdemokraterna",29.3
"1214 Svalöv","Vänsterpartiet",3.1
"1214 Svalöv","Sverigedemokraterna",26.4
"1214 Svalöv","övriga partier",3.1
"1214 Svalöv","ogiltiga valsedlar",..
"1214 Svalöv","ej röstande",..
"1229 Bara","Moderaterna",..
"1229 Bara","Centerpartiet",..
"1229 Bara","Folkpartiet",..
"1229 Bara","Kristdemokraterna",..
"1229 Bara","Miljöpartiet",..
"1229 Bara","Socialdemokraterna",..
"1229 Bara","Vänsterpartiet",..
"1229 Bara","Sverigedemokraterna",..
"1229 Bara","övriga partier",..
"1229 Bara","ogiltiga valsedlar",..
"1229 Bara","ej röstande",..
"1230 Staffanstorp","Moderaterna",31.1
"1230 Staffanstorp","Centerpartiet",5.4
"1230 Staffanstorp","Folkpartiet",6.3
"1230 Staffanstorp","Kristdemokraterna",3.4
"1230 Staffanstorp","Miljöpartiet",5.9
"1230 Staffanstorp","Socialdemokraterna",25.4
"1230 Staffanstorp","Vänsterpartiet",2.4
"1230 Staffanstorp","Sverigedemokraterna",17.3
"1230 Staffanstorp","övriga partier",2.8
"1230 Staffanstorp","ogiltiga valsedlar",..
"1230 Staffanstorp","ej röstande",..
"1231 Burlöv","Moderaterna",21.1
"1231 Burlöv","Centerpartiet",3.0
"1231 Burlöv","Folkpartiet",4.9
"1231 Burlöv","Kristdemokraterna",1.8
"1231 Burlöv","Miljöpartiet",6.1
"1231 Burlöv","Socialdemokraterna",36.7
"1231 Burlöv","Vänsterpartiet",4.3
"1231 Burlöv","Sverigedemokraterna",19.3
"1231 Burlöv","övriga partier",2.7
"1231 Burlöv","ogiltiga valsedlar",..
"1231 Burlöv","ej röstande",..
"1233 Vellinge","Moderaterna",48.6
"1233 Vellinge","Centerpartiet",4.3
"1233 Vellinge","Folkpartiet",7.9
"1233 Vellinge","Kristdemokraterna",4.6
"1233 Vellinge","Miljöpartiet",3.6
"1233 Vellinge","Socialdemokraterna",12.0
"1233 Vellinge","Vänsterpartiet",1.0
"1233 Vellinge","Sverigedemokraterna",16.5
"1233 Vellinge","övriga partier",1.6
"1233 Vellinge","ogiltiga valsedlar",..
"1233 Vellinge","ej röstande",..
"1256 Östra Göinge","Moderaterna",16.4
"1256 Östra Göinge","Centerpartiet",5.8
"1256 Östra Göinge","Folkpartiet",3.1
"1256 Östra Göinge","Kristdemokraterna",3.7
"1256 Östra Göinge","Miljöpartiet",3.7
"1256 Östra Göinge","Socialdemokraterna",35.8
"1256 Östra Göinge","Vänsterpartiet",3.3
"1256 Östra Göinge","Sverigedemokraterna",26.0
"1256 Östra Göinge","övriga partier",2.2
"1256 Östra Göinge","ogiltiga valsedlar",..
"1256 Östra Göinge","ej röstande",..
"1257 Örkelljunga","Moderaterna",18.1
"1257 Örkelljunga","Centerpartiet",6.0
"1257 Örkelljunga","Folkpartiet",3.0
"1257 Örkelljunga","Kristdemokraterna",9.9
"1257 Örkelljunga","Miljöpartiet",3.8
"1257 Örkelljunga","Socialdemokraterna",28.0
"1257 Örkelljunga","Vänsterpartiet",2.4
"1257 Örkelljunga","Sverigedemokraterna",26.6
"1257 Örkelljunga","övriga partier",2.2
"1257 Örkelljunga","ogiltiga valsedlar",..
"1257 Örkelljunga","ej röstande",..
"1260 Bjuv","Moderaterna",16.8
"1260 Bjuv","Centerpartiet",3.2
"1260 Bjuv","Folkpartiet",2.6
"1260 Bjuv","Kristdemokraterna",2.2
"1260 Bjuv","Miljöpartiet",3.7
"1260 Bjuv","Socialdemokraterna",40.4
"1260 Bjuv","Vänsterpartiet",3.5
"1260 Bjuv","Sverigedemokraterna",25.7
"1260 Bjuv","övriga partier",1.9
"1260 Bjuv","ogiltiga valsedlar",..
"1260 Bjuv","ej röstande",..
"1261 Kävlinge","Moderaterna",29.4
"1261 Kävlinge","Centerpartiet",5.6
"1261 Kävlinge","Folkpartiet",6.4
"1261 Kävlinge","Kristdemokraterna",2.8
"1261 Kävlinge","Miljöpartiet",5.8
"1261 Kävlinge","Socialdemokraterna",27.1
"1261 Kävlinge","Vänsterpartiet",2.0
"1261 Kävlinge","Sverigedemokraterna",18.9
"1261 Kävlinge","övriga partier",1.9
"1261 Kävlinge","ogiltiga valsedlar",..
"1261 Kävlinge","ej röstande",..
"1262 Lomma","Moderaterna",39.9
"1262 Lomma","Centerpartiet",5.8
"1262 Lomma","Folkpartiet",9.9
"1262 Lomma","Kristdemokraterna",5.0
"1262 Lomma","Miljöpartiet",5.8
"1262 Lomma","Socialdemokraterna",17.4
"1262 Lomma","Vänsterpartiet",1.3
"1262 Lomma","Sverigedemokraterna",12.6
"1262 Lomma","övriga partier",2.2
"1262 Lomma","ogiltiga valsedlar",..
"1262 Lomma","ej röstande",..
"1263 Svedala","Moderaterna",26.9
"1263 Svedala","Centerpartiet",4.4
"1263 Svedala","Folkpartiet",5.4
"1263 Svedala","Kristdemokraterna",2.9
"1263 Svedala","Miljöpartiet",5.1
"1263 Svedala","Socialdemokraterna",26.6
"1263 Svedala","Vänsterpartiet",2.1
"1263 Svedala","Sverigedemokraterna",24.1
"1263 Svedala","övriga partier",2.6
"1263 Svedala","ogiltiga valsedlar",..
"1263 Svedala","ej röstande",..
"1264 Skurup","Moderaterna",23.6
"1264 Skurup","Centerpartiet",6.7
"1264 Skurup","Folkpartiet",3.8
"1264 Skurup","Kristdemokraterna",2.3
"1264 Skurup","Miljöpartiet",3.9
"1264 Skurup","Socialdemokraterna",28.6
"1264 Skurup","Vänsterpartiet",3.3
"1264 Skurup","Sverigedemokraterna",25.1
"1264 Skurup","övriga partier",2.6
"1264 Skurup","ogiltiga valsedlar",..
"1264 Skurup","ej röstande",..
"1265 Sjöbo","Moderaterna",23.2
"1265 Sjöbo","Centerpartiet",7.7
"1265 Sjöbo","Folkpartiet",2.8
"1265 Sjöbo","Kristdemokraterna",3.4
"1265 Sjöbo","Miljöpartiet",3.9
"1265 Sjöbo","Socialdemokraterna",23.7
"1265 Sjöbo","Vänsterpartiet",2.3
"1265 Sjöbo","Sverigedemokraterna",30.0
"1265 Sjöbo","övriga partier",3.0
"1265 Sjöbo","ogiltiga valsedlar",..
"1265 Sjöbo","ej röstande",..
"1266 Hörby","Moderaterna",19.4
"1266 Hörby","Centerpartiet",9.0
"1266 Hörby","Folkpartiet",4.0
"1266 Hörby","Kristdemokraterna",3.7
"1266 Hörby","Miljöpartiet",4.8
"1266 Hörby","Socialdemokraterna",24.9
"1266 Hörby","Vänsterpartiet",2.7
"1266 Hörby","Sverigedemokraterna",27.4
"1266 Hörby","övriga partier",4.0
"1266 Hörby","ogiltiga valsedlar",..
"1266 Hörby","ej röstande",..
"1267 Höör","Moderaterna",22.4
"1267 Höör","Centerpartiet",7.0
"1267 Höör","Folkpartiet",4.8
"1267 Höör","Kristdemokraterna",3.8
"1267 Höör","Miljöpartiet",7.8
"1267 Höör","Socialdemokraterna",25.5
"1267 Höör","Vänsterpartiet",4.2
"1267 Höör","Sverigedemokraterna",21.0
"1267 Höör","övriga partier",3.6
"1267 Höör","ogiltiga valsedlar",..
"1267 Höör","ej röstande",..
"1270 Tomelilla","Moderaterna",20.4
"1270 Tomelilla","Centerpartiet",9.6
"1270 Tomelilla","Folkpartiet",3.0
"1270 Tomelilla","Kristdemokraterna",2.3
"1270 Tomelilla","Miljöpartiet",4.2
"1270 Tomelilla","Socialdemokraterna",28.6
"1270 Tomelilla","Vänsterpartiet",2.6
"1270 Tomelilla","Sverigedemokraterna",25.5
"1270 Tomelilla","övriga partier",3.6
"1270 Tomelilla","ogiltiga valsedlar",..
"1270 Tomelilla","ej röstande",..
"1272 Bromölla","Moderaterna",15.3
"1272 Bromölla","Centerpartiet",3.0
"1272 Bromölla","Folkpartiet",3.0
"1272 Bromölla","Kristdemokraterna",2.1
"1272 Bromölla","Miljöpartiet",4.2
"1272 Bromölla","Socialdemokraterna",37.9
"1272 Bromölla","Vänsterpartiet",4.5
"1272 Bromölla","Sverigedemokraterna",28.4
"1272 Bromölla","övriga partier",1.6
"1272 Bromölla","ogiltiga valsedlar",..
"1272 Bromölla","ej röstande",..
"1273 Osby","Moderaterna",16.1
"1273 Osby","Centerpartiet",5.9
"1273 Osby","Folkpartiet",2.7
"1273 Osby","Kristdemokraterna",4.9
