"region","party","Year=2002"
"1273 Osby","Miljöpartiet",3.2
"1273 Osby","Socialdemokraterna",46.0
"1273 Osby","Vänsterpartiet",7.2
"1273 Osby","Sverigedemokraterna",3.0
"1273 Osby","övriga partier",0.8
"1273 Osby","ogiltiga valsedlar",..
"1273 Osby","ej röstande",..
"1275 Perstorp","Moderaterna",15.8
"1275 Perstorp","Centerpartiet",7.2
"1275 Perstorp","Folkpartiet",10.8
"1275 Perstorp","Kristdemokraterna",9.3
"1275 Perstorp","Miljöpartiet",2.2
"1275 Perstorp","Socialdemokraterna",42.9
"1275 Perstorp","Vänsterpartiet",7.7
"1275 Perstorp","Sverigedemokraterna",1.7
"1275 Perstorp","övriga partier",2.5
"1275 Perstorp","ogiltiga valsedlar",..
"1275 Perstorp","ej röstande",..
"1276 Klippan","Moderaterna",18.9
"1276 Klippan","Centerpartiet",7.3
"1276 Klippan","Folkpartiet",9.3
"1276 Klippan","Kristdemokraterna",11.8
"1276 Klippan","Miljöpartiet",2.7
"1276 Klippan","Socialdemokraterna",40.5
"1276 Klippan","Vänsterpartiet",4.5
"1276 Klippan","Sverigedemokraterna",2.7
"1276 Klippan","övriga partier",2.2
"1276 Klippan","ogiltiga valsedlar",..
"1276 Klippan","ej röstande",..
"1277 Åstorp","Moderaterna",17.8
"1277 Åstorp","Centerpartiet",4.4
"1277 Åstorp","Folkpartiet",8.5
"1277 Åstorp","Kristdemokraterna",9.7
"1277 Åstorp","Miljöpartiet",2.2
"1277 Åstorp","Socialdemokraterna",47.3
"1277 Åstorp","Vänsterpartiet",5.3
"1277 Åstorp","Sverigedemokraterna",3.8
"1277 Åstorp","övriga partier",1.1
"1277 Åstorp","ogiltiga valsedlar",..
"1277 Åstorp","ej röstande",..
"1278 Båstad","Moderaterna",27.1
"1278 Båstad","Centerpartiet",11.3
"1278 Båstad","Folkpartiet",15.4
"1278 Båstad","Kristdemokraterna",14.9
"1278 Båstad","Miljöpartiet",3.6
"1278 Båstad","Socialdemokraterna",21.4
"1278 Båstad","Vänsterpartiet",3.1
"1278 Båstad","Sverigedemokraterna",2.5
"1278 Båstad","övriga partier",0.6
"1278 Båstad","ogiltiga valsedlar",..
"1278 Båstad","ej röstande",..
"1280 Malmö","Moderaterna",16.5
"1280 Malmö","Centerpartiet",1.2
"1280 Malmö","Folkpartiet",13.8
"1280 Malmö","Kristdemokraterna",5.3
"1280 Malmö","Miljöpartiet",4.3
"1280 Malmö","Socialdemokraterna",42.4
"1280 Malmö","Vänsterpartiet",7.6
"1280 Malmö","Sverigedemokraterna",3.8
"1280 Malmö","övriga partier",5.3
"1280 Malmö","ogiltiga valsedlar",..
"1280 Malmö","ej röstande",..
"1281 Lund","Moderaterna",16.9
"1281 Lund","Centerpartiet",3.3
"1281 Lund","Folkpartiet",20.6
"1281 Lund","Kristdemokraterna",5.7
"1281 Lund","Miljöpartiet",7.2
"1281 Lund","Socialdemokraterna",34.2
"1281 Lund","Vänsterpartiet",9.1
"1281 Lund","Sverigedemokraterna",1.7
"1281 Lund","övriga partier",1.2
"1281 Lund","ogiltiga valsedlar",..
"1281 Lund","ej röstande",..
"1282 Landskrona","Moderaterna",16.4
"1282 Landskrona","Centerpartiet",2.2
"1282 Landskrona","Folkpartiet",13.6
"1282 Landskrona","Kristdemokraterna",5.7
"1282 Landskrona","Miljöpartiet",2.5
"1282 Landskrona","Socialdemokraterna",44.4
"1282 Landskrona","Vänsterpartiet",6.3
"1282 Landskrona","Sverigedemokraterna",6.2
"1282 Landskrona","övriga partier",2.7
"1282 Landskrona","ogiltiga valsedlar",..
"1282 Landskrona","ej röstande",..
"1283 Helsingborg","Moderaterna",18.8
"1283 Helsingborg","Centerpartiet",2.1
"1283 Helsingborg","Folkpartiet",15.1
"1283 Helsingborg","Kristdemokraterna",8.4
"1283 Helsingborg","Miljöpartiet",3.6
"1283 Helsingborg","Socialdemokraterna",39.0
"1283 Helsingborg","Vänsterpartiet",5.9
"1283 Helsingborg","Sverigedemokraterna",4.0
"1283 Helsingborg","övriga partier",3.0
"1283 Helsingborg","ogiltiga valsedlar",..
"1283 Helsingborg","ej röstande",..
"1284 Höganäs","Moderaterna",22.8
"1284 Höganäs","Centerpartiet",4.0
"1284 Höganäs","Folkpartiet",16.2
"1284 Höganäs","Kristdemokraterna",11.5
"1284 Höganäs","Miljöpartiet",3.6
"1284 Höganäs","Socialdemokraterna",32.7
"1284 Höganäs","Vänsterpartiet",4.7
"1284 Höganäs","Sverigedemokraterna",2.7
"1284 Höganäs","övriga partier",1.8
"1284 Höganäs","ogiltiga valsedlar",..
"1284 Höganäs","ej röstande",..
"1285 Eslöv","Moderaterna",14.1
"1285 Eslöv","Centerpartiet",9.4
"1285 Eslöv","Folkpartiet",10.8
"1285 Eslöv","Kristdemokraterna",5.9
"1285 Eslöv","Miljöpartiet",3.2
"1285 Eslöv","Socialdemokraterna",45.6
"1285 Eslöv","Vänsterpartiet",5.2
"1285 Eslöv","Sverigedemokraterna",4.5
"1285 Eslöv","övriga partier",1.3
"1285 Eslöv","ogiltiga valsedlar",..
"1285 Eslöv","ej röstande",..
"1286 Ystad","Moderaterna",19.7
"1286 Ystad","Centerpartiet",5.9
"1286 Ystad","Folkpartiet",11.6
"1286 Ystad","Kristdemokraterna",6.4
"1286 Ystad","Miljöpartiet",2.9
"1286 Ystad","Socialdemokraterna",44.0
"1286 Ystad","Vänsterpartiet",4.6
"1286 Ystad","Sverigedemokraterna",2.9
"1286 Ystad","övriga partier",1.8
"1286 Ystad","ogiltiga valsedlar",..
"1286 Ystad","ej röstande",..
"1287 Trelleborg","Moderaterna",15.0
"1287 Trelleborg","Centerpartiet",4.1
"1287 Trelleborg","Folkpartiet",9.8
"1287 Trelleborg","Kristdemokraterna",7.1
"1287 Trelleborg","Miljöpartiet",2.8
"1287 Trelleborg","Socialdemokraterna",48.1
"1287 Trelleborg","Vänsterpartiet",4.1
"1287 Trelleborg","Sverigedemokraterna",4.9
"1287 Trelleborg","övriga partier",4.0
"1287 Trelleborg","ogiltiga valsedlar",..
"1287 Trelleborg","ej röstande",..
"1290 Kristianstad","Moderaterna",16.7
"1290 Kristianstad","Centerpartiet",4.9
"1290 Kristianstad","Folkpartiet",14.0
"1290 Kristianstad","Kristdemokraterna",9.1
"1290 Kristianstad","Miljöpartiet",3.8
"1290 Kristianstad","Socialdemokraterna",41.6
"1290 Kristianstad","Vänsterpartiet",5.9
"1290 Kristianstad","Sverigedemokraterna",2.3
"1290 Kristianstad","övriga partier",1.6
"1290 Kristianstad","ogiltiga valsedlar",..
"1290 Kristianstad","ej röstande",..
"1291 Simrishamn","Moderaterna",19.8
"1291 Simrishamn","Centerpartiet",9.0
"1291 Simrishamn","Folkpartiet",11.9
"1291 Simrishamn","Kristdemokraterna",9.1
"1291 Simrishamn","Miljöpartiet",3.9
"1291 Simrishamn","Socialdemokraterna",35.7
"1291 Simrishamn","Vänsterpartiet",6.7
"1291 Simrishamn","Sverigedemokraterna",2.5
"1291 Simrishamn","övriga partier",1.4
"1291 Simrishamn","ogiltiga valsedlar",..
"1291 Simrishamn","ej röstande",..
"1292 Ängelholm","Moderaterna",24.0
"1292 Ängelholm","Centerpartiet",5.8
"1292 Ängelholm","Folkpartiet",13.6
"1292 Ängelholm","Kristdemokraterna",12.4
"1292 Ängelholm","Miljöpartiet",3.8
"1292 Ängelholm","Socialdemokraterna",31.9
"1292 Ängelholm","Vänsterpartiet",4.0
"1292 Ängelholm","Sverigedemokraterna",2.3
"1292 Ängelholm","övriga partier",2.1
"1292 Ängelholm","ogiltiga valsedlar",..
"1292 Ängelholm","ej röstande",..
"1293 Hässleholm","Moderaterna",15.1
"1293 Hässleholm","Centerpartiet",8.8
"1293 Hässleholm","Folkpartiet",10.5
"1293 Hässleholm","Kristdemokraterna",13.0
"1293 Hässleholm","Miljöpartiet",4.1
"1293 Hässleholm","Socialdemokraterna",38.5
"1293 Hässleholm","Vänsterpartiet",5.6
"1293 Hässleholm","Sverigedemokraterna",3.5
"1293 Hässleholm","övriga partier",0.9
"1293 Hässleholm","ogiltiga valsedlar",..
"1293 Hässleholm","ej röstande",..
"1315 Hylte","Moderaterna",11.5
"1315 Hylte","Centerpartiet",17.3
"1315 Hylte","Folkpartiet",9.0
"1315 Hylte","Kristdemokraterna",8.7
"1315 Hylte","Miljöpartiet",2.9
"1315 Hylte","Socialdemokraterna",42.3
"1315 Hylte","Vänsterpartiet",4.6
"1315 Hylte","Sverigedemokraterna",1.1
"1315 Hylte","övriga partier",2.7
"1315 Hylte","ogiltiga valsedlar",..
"1315 Hylte","ej röstande",..
"1380 Halmstad","Moderaterna",16.4
"1380 Halmstad","Centerpartiet",5.8
"1380 Halmstad","Folkpartiet",13.9
"1380 Halmstad","Kristdemokraterna",8.5
"1380 Halmstad","Miljöpartiet",4.2
"1380 Halmstad","Socialdemokraterna",40.9
"1380 Halmstad","Vänsterpartiet",6.9
"1380 Halmstad","Sverigedemokraterna",0.7
"1380 Halmstad","övriga partier",2.9
"1380 Halmstad","ogiltiga valsedlar",..
"1380 Halmstad","ej röstande",..
"1381 Laholm","Moderaterna",16.6
"1381 Laholm","Centerpartiet",16.4
"1381 Laholm","Folkpartiet",10.2
"1381 Laholm","Kristdemokraterna",11.5
"1381 Laholm","Miljöpartiet",3.6
"1381 Laholm","Socialdemokraterna",33.0
"1381 Laholm","Vänsterpartiet",4.8
"1381 Laholm","Sverigedemokraterna",1.2
"1381 Laholm","övriga partier",2.7
"1381 Laholm","ogiltiga valsedlar",..
"1381 Laholm","ej röstande",..
"1382 Falkenberg","Moderaterna",14.3
"1382 Falkenberg","Centerpartiet",15.0
"1382 Falkenberg","Folkpartiet",11.3
"1382 Falkenberg","Kristdemokraterna",9.0
"1382 Falkenberg","Miljöpartiet",3.8
"1382 Falkenberg","Socialdemokraterna",36.8
"1382 Falkenberg","Vänsterpartiet",5.5
"1382 Falkenberg","Sverigedemokraterna",1.2
"1382 Falkenberg","övriga partier",3.0
"1382 Falkenberg","ogiltiga valsedlar",..
"1382 Falkenberg","ej röstande",..
"1383 Varberg","Moderaterna",13.8
"1383 Varberg","Centerpartiet",11.4
"1383 Varberg","Folkpartiet",11.0
"1383 Varberg","Kristdemokraterna",9.9
"1383 Varberg","Miljöpartiet",4.0
"1383 Varberg","Socialdemokraterna",39.0
"1383 Varberg","Vänsterpartiet",7.0
"1383 Varberg","Sverigedemokraterna",1.3
"1383 Varberg","övriga partier",2.5
"1383 Varberg","ogiltiga valsedlar",..
"1383 Varberg","ej röstande",..
"1384 Kungsbacka","Moderaterna",24.5
"1384 Kungsbacka","Centerpartiet",5.9
"1384 Kungsbacka","Folkpartiet",19.8
"1384 Kungsbacka","Kristdemokraterna",12.1
"1384 Kungsbacka","Miljöpartiet",3.8
"1384 Kungsbacka","Socialdemokraterna",26.2
"1384 Kungsbacka","Vänsterpartiet",4.7
"1384 Kungsbacka","Sverigedemokraterna",1.2
"1384 Kungsbacka","övriga partier",1.9
"1384 Kungsbacka","ogiltiga valsedlar",..
"1384 Kungsbacka","ej röstande",..
"1401 Härryda","Moderaterna",17.2
"1401 Härryda","Centerpartiet",3.9
"1401 Härryda","Folkpartiet",18.9
"1401 Härryda","Kristdemokraterna",9.6
"1401 Härryda","Miljöpartiet",5.1
"1401 Härryda","Socialdemokraterna",34.2
"1401 Härryda","Vänsterpartiet",7.7
"1401 Härryda","Sverigedemokraterna",1.5
"1401 Härryda","övriga partier",1.7
"1401 Härryda","ogiltiga valsedlar",..
"1401 Härryda","ej röstande",..
"1402 Partille","Moderaterna",16.4
"1402 Partille","Centerpartiet",1.9
"1402 Partille","Folkpartiet",19.3
"1402 Partille","Kristdemokraterna",11.3
"1402 Partille","Miljöpartiet",4.5
"1402 Partille","Socialdemokraterna",34.6
"1402 Partille","Vänsterpartiet",9.0
"1402 Partille","Sverigedemokraterna",1.4
"1402 Partille","övriga partier",1.6
"1402 Partille","ogiltiga valsedlar",..
"1402 Partille","ej röstande",..
"1407 Öckerö","Moderaterna",18.8
"1407 Öckerö","Centerpartiet",1.8
"1407 Öckerö","Folkpartiet",13.4
"1407 Öckerö","Kristdemokraterna",27.3
"1407 Öckerö","Miljöpartiet",3.7
"1407 Öckerö","Socialdemokraterna",27.7
"1407 Öckerö","Vänsterpartiet",6.2
"1407 Öckerö","Sverigedemokraterna",0.7
"1407 Öckerö","övriga partier",0.4
"1407 Öckerö","ogiltiga valsedlar",..
"1407 Öckerö","ej röstande",..
"1415 Stenungsund","Moderaterna",16.0
"1415 Stenungsund","Centerpartiet",5.1
"1415 Stenungsund","Folkpartiet",16.5
"1415 Stenungsund","Kristdemokraterna",11.3
"1415 Stenungsund","Miljöpartiet",4.2
"1415 Stenungsund","Socialdemokraterna",37.3
"1415 Stenungsund","Vänsterpartiet",6.8
"1415 Stenungsund","Sverigedemokraterna",1.3
"1415 Stenungsund","övriga partier",1.6
"1415 Stenungsund","ogiltiga valsedlar",..
"1415 Stenungsund","ej röstande",..
"1419 Tjörn","Moderaterna",16.1
"1419 Tjörn","Centerpartiet",3.8
"1419 Tjörn","Folkpartiet",17.6
"1419 Tjörn","Kristdemokraterna",22.0
"1419 Tjörn","Miljöpartiet",3.7
"1419 Tjörn","Socialdemokraterna",28.7
"1419 Tjörn","Vänsterpartiet",5.4
"1419 Tjörn","Sverigedemokraterna",1.9
"1419 Tjörn","övriga partier",0.8
"1419 Tjörn","ogiltiga valsedlar",..
"1419 Tjörn","ej röstande",..
"1421 Orust","Moderaterna",14.6
"1421 Orust","Centerpartiet",9.3
"1421 Orust","Folkpartiet",14.6
"1421 Orust","Kristdemokraterna",11.3
"1421 Orust","Miljöpartiet",4.6
"1421 Orust","Socialdemokraterna",35.6
"1421 Orust","Vänsterpartiet",8.1
"1421 Orust","Sverigedemokraterna",1.3
"1421 Orust","övriga partier",0.5
"1421 Orust","ogiltiga valsedlar",..
"1421 Orust","ej röstande",..
"1427 Sotenäs","Moderaterna",19.1
"1427 Sotenäs","Centerpartiet",4.6
"1427 Sotenäs","Folkpartiet",15.0
"1427 Sotenäs","Kristdemokraterna",10.7
"1427 Sotenäs","Miljöpartiet",3.4
"1427 Sotenäs","Socialdemokraterna",39.2
"1427 Sotenäs","Vänsterpartiet",5.9
"1427 Sotenäs","Sverigedemokraterna",1.0
"1427 Sotenäs","övriga partier",1.2
"1427 Sotenäs","ogiltiga valsedlar",..
"1427 Sotenäs","ej röstande",..
"1430 Munkedal","Moderaterna",10.7
"1430 Munkedal","Centerpartiet",14.1
"1430 Munkedal","Folkpartiet",9.0
"1430 Munkedal","Kristdemokraterna",12.1
"1430 Munkedal","Miljöpartiet",3.3
"1430 Munkedal","Socialdemokraterna",40.4
"1430 Munkedal","Vänsterpartiet",7.0
"1430 Munkedal","Sverigedemokraterna",2.2
"1430 Munkedal","övriga partier",1.3
"1430 Munkedal","ogiltiga valsedlar",..
"1430 Munkedal","ej röstande",..
"1435 Tanum","Moderaterna",14.5
"1435 Tanum","Centerpartiet",18.6
"1435 Tanum","Folkpartiet",14.2
"1435 Tanum","Kristdemokraterna",10.5
"1435 Tanum","Miljöpartiet",5.0
"1435 Tanum","Socialdemokraterna",29.3
"1435 Tanum","Vänsterpartiet",5.9
"1435 Tanum","Sverigedemokraterna",0.6
"1435 Tanum","övriga partier",1.5
"1435 Tanum","ogiltiga valsedlar",..
"1435 Tanum","ej röstande",..
"1438 Dals-Ed","Moderaterna",10.8
"1438 Dals-Ed","Centerpartiet",17.9
"1438 Dals-Ed","Folkpartiet",6.4
"1438 Dals-Ed","Kristdemokraterna",17.2
"1438 Dals-Ed","Miljöpartiet",3.7
"1438 Dals-Ed","Socialdemokraterna",37.9
"1438 Dals-Ed","Vänsterpartiet",4.3
"1438 Dals-Ed","Sverigedemokraterna",0.3
"1438 Dals-Ed","övriga partier",1.6
"1438 Dals-Ed","ogiltiga valsedlar",..
"1438 Dals-Ed","ej röstande",..
"1439 Färgelanda","Moderaterna",9.2
"1439 Färgelanda","Centerpartiet",19.5
"1439 Färgelanda","Folkpartiet",10.8
"1439 Färgelanda","Kristdemokraterna",10.0
"1439 Färgelanda","Miljöpartiet",2.0
"1439 Färgelanda","Socialdemokraterna",39.8
"1439 Färgelanda","Vänsterpartiet",6.1
"1439 Färgelanda","Sverigedemokraterna",1.6
"1439 Färgelanda","övriga partier",0.9
"1439 Färgelanda","ogiltiga valsedlar",..
"1439 Färgelanda","ej röstande",..
"1440 Ale","Moderaterna",11.1
"1440 Ale","Centerpartiet",5.4
"1440 Ale","Folkpartiet",12.1
"1440 Ale","Kristdemokraterna",10.2
"1440 Ale","Miljöpartiet",4.1
"1440 Ale","Socialdemokraterna",43.9
"1440 Ale","Vänsterpartiet",10.3
"1440 Ale","Sverigedemokraterna",2.1
"1440 Ale","övriga partier",0.9
"1440 Ale","ogiltiga valsedlar",..
"1440 Ale","ej röstande",..
"1441 Lerum","Moderaterna",17.3
"1441 Lerum","Centerpartiet",3.4
"1441 Lerum","Folkpartiet",18.1
"1441 Lerum","Kristdemokraterna",12.1
"1441 Lerum","Miljöpartiet",5.0
"1441 Lerum","Socialdemokraterna",32.9
"1441 Lerum","Vänsterpartiet",8.5
"1441 Lerum","Sverigedemokraterna",1.7
"1441 Lerum","övriga partier",0.9
"1441 Lerum","ogiltiga valsedlar",..
"1441 Lerum","ej röstande",..
"1442 Vårgårda","Moderaterna",10.6
"1442 Vårgårda","Centerpartiet",12.3
"1442 Vårgårda","Folkpartiet",10.0
"1442 Vårgårda","Kristdemokraterna",23.4
"1442 Vårgårda","Miljöpartiet",4.2
"1442 Vårgårda","Socialdemokraterna",31.3
"1442 Vårgårda","Vänsterpartiet",6.3
"1442 Vårgårda","Sverigedemokraterna",0.6
"1442 Vårgårda","övriga partier",1.3
"1442 Vårgårda","ogiltiga valsedlar",..
"1442 Vårgårda","ej röstande",..
"1443 Bollebygd","Moderaterna",16.6
"1443 Bollebygd","Centerpartiet",7.8
"1443 Bollebygd","Folkpartiet",10.9
"1443 Bollebygd","Kristdemokraterna",13.9
"1443 Bollebygd","Miljöpartiet",4.5
"1443 Bollebygd","Socialdemokraterna",37.3
"1443 Bollebygd","Vänsterpartiet",7.0
"1443 Bollebygd","Sverigedemokraterna",1.5
"1443 Bollebygd","övriga partier",0.5
"1443 Bollebygd","ogiltiga valsedlar",..
"1443 Bollebygd","ej röstande",..
"1444 Grästorp","Moderaterna",18.3
"1444 Grästorp","Centerpartiet",17.0
"1444 Grästorp","Folkpartiet",9.4
"1444 Grästorp","Kristdemokraterna",12.3
"1444 Grästorp","Miljöpartiet",2.9
"1444 Grästorp","Socialdemokraterna",33.2
"1444 Grästorp","Vänsterpartiet",5.2
"1444 Grästorp","Sverigedemokraterna",1.2
"1444 Grästorp","övriga partier",0.4
"1444 Grästorp","ogiltiga valsedlar",..
"1444 Grästorp","ej röstande",..
"1445 Essunga","Moderaterna",17.8
"1445 Essunga","Centerpartiet",18.7
"1445 Essunga","Folkpartiet",8.7
"1445 Essunga","Kristdemokraterna",12.3
"1445 Essunga","Miljöpartiet",2.7
"1445 Essunga","Socialdemokraterna",33.0
"1445 Essunga","Vänsterpartiet",5.7
"1445 Essunga","Sverigedemokraterna",0.3
"1445 Essunga","övriga partier",0.9
"1445 Essunga","ogiltiga valsedlar",..
"1445 Essunga","ej röstande",..
"1446 Karlsborg","Moderaterna",13.6
"1446 Karlsborg","Centerpartiet",10.2
"1446 Karlsborg","Folkpartiet",9.5
"1446 Karlsborg","Kristdemokraterna",12.4
"1446 Karlsborg","Miljöpartiet",3.2
"1446 Karlsborg","Socialdemokraterna",43.5
"1446 Karlsborg","Vänsterpartiet",6.2
"1446 Karlsborg","Sverigedemokraterna",0.5
"1446 Karlsborg","övriga partier",0.9
"1446 Karlsborg","ogiltiga valsedlar",..
"1446 Karlsborg","ej röstande",..
"1447 Gullspång","Moderaterna",11.6
"1447 Gullspång","Centerpartiet",10.7
"1447 Gullspång","Folkpartiet",6.8
"1447 Gullspång","Kristdemokraterna",10.9
"1447 Gullspång","Miljöpartiet",3.9
"1447 Gullspång","Socialdemokraterna",42.9
"1447 Gullspång","Vänsterpartiet",8.1
"1447 Gullspång","Sverigedemokraterna",2.7
"1447 Gullspång","övriga partier",2.3
"1447 Gullspång","ogiltiga valsedlar",..
"1447 Gullspång","ej röstande",..
"1452 Tranemo","Moderaterna",12.3
"1452 Tranemo","Centerpartiet",15.4
"1452 Tranemo","Folkpartiet",8.9
"1452 Tranemo","Kristdemokraterna",11.8
"1452 Tranemo","Miljöpartiet",3.3
"1452 Tranemo","Socialdemokraterna",42.1
"1452 Tranemo","Vänsterpartiet",5.0
"1452 Tranemo","Sverigedemokraterna",0.9
"1452 Tranemo","övriga partier",0.3
"1452 Tranemo","ogiltiga valsedlar",..
"1452 Tranemo","ej röstande",..
"1460 Bengtsfors","Moderaterna",8.9
"1460 Bengtsfors","Centerpartiet",14.1
"1460 Bengtsfors","Folkpartiet",9.0
"1460 Bengtsfors","Kristdemokraterna",10.5
"1460 Bengtsfors","Miljöpartiet",3.0
"1460 Bengtsfors","Socialdemokraterna",46.2
"1460 Bengtsfors","Vänsterpartiet",6.9
"1460 Bengtsfors","Sverigedemokraterna",0.2
"1460 Bengtsfors","övriga partier",1.1
"1460 Bengtsfors","ogiltiga valsedlar",..
"1460 Bengtsfors","ej röstande",..
"1461 Mellerud","Moderaterna",12.7
"1461 Mellerud","Centerpartiet",15.3
"1461 Mellerud","Folkpartiet",9.6
"1461 Mellerud","Kristdemokraterna",13.4
"1461 Mellerud","Miljöpartiet",3.1
"1461 Mellerud","Socialdemokraterna",35.7
"1461 Mellerud","Vänsterpartiet",6.3
"1461 Mellerud","Sverigedemokraterna",1.9
"1461 Mellerud","övriga partier",2.0
"1461 Mellerud","ogiltiga valsedlar",..
"1461 Mellerud","ej röstande",..
"1462 Lilla Edet","Moderaterna",10.2
"1462 Lilla Edet","Centerpartiet",8.5
"1462 Lilla Edet","Folkpartiet",9.7
"1462 Lilla Edet","Kristdemokraterna",8.0
"1462 Lilla Edet","Miljöpartiet",4.7
"1462 Lilla Edet","Socialdemokraterna",45.6
"1462 Lilla Edet","Vänsterpartiet",9.8
"1462 Lilla Edet","Sverigedemokraterna",2.7
"1462 Lilla Edet","övriga partier",0.8
"1462 Lilla Edet","ogiltiga valsedlar",..
"1462 Lilla Edet","ej röstande",..
"1463 Mark","Moderaterna",11.1
"1463 Mark","Centerpartiet",10.5
"1463 Mark","Folkpartiet",9.5
"1463 Mark","Kristdemokraterna",12.1
"1463 Mark","Miljöpartiet",4.1
"1463 Mark","Socialdemokraterna",42.8
"1463 Mark","Vänsterpartiet",8.1
"1463 Mark","Sverigedemokraterna",1.0
"1463 Mark","övriga partier",0.9
"1463 Mark","ogiltiga valsedlar",..
"1463 Mark","ej röstande",..
"1465 Svenljunga","Moderaterna",13.7
"1465 Svenljunga","Centerpartiet",15.2
"1465 Svenljunga","Folkpartiet",10.4
"1465 Svenljunga","Kristdemokraterna",12.7
"1465 Svenljunga","Miljöpartiet",3.3
"1465 Svenljunga","Socialdemokraterna",38.2
"1465 Svenljunga","Vänsterpartiet",4.8
"1465 Svenljunga","Sverigedemokraterna",0.9
"1465 Svenljunga","övriga partier",0.8
"1465 Svenljunga","ogiltiga valsedlar",..
"1465 Svenljunga","ej röstande",..
"1466 Herrljunga","Moderaterna",12.1
"1466 Herrljunga","Centerpartiet",16.0
"1466 Herrljunga","Folkpartiet",9.8
"1466 Herrljunga","Kristdemokraterna",17.1
"1466 Herrljunga","Miljöpartiet",3.5
"1466 Herrljunga","Socialdemokraterna",32.7
"1466 Herrljunga","Vänsterpartiet",6.6
"1466 Herrljunga","Sverigedemokraterna",1.2
"1466 Herrljunga","övriga partier",1.0
"1466 Herrljunga","ogiltiga valsedlar",..
"1466 Herrljunga","ej röstande",..
"1470 Vara","Moderaterna",19.6
"1470 Vara","Centerpartiet",16.2
"1470 Vara","Folkpartiet",8.9
"1470 Vara","Kristdemokraterna",12.5
"1470 Vara","Miljöpartiet",2.7
"1470 Vara","Socialdemokraterna",33.3
"1470 Vara","Vänsterpartiet",5.6
"1470 Vara","Sverigedemokraterna",1.0
"1470 Vara","övriga partier",0.3
"1470 Vara","ogiltiga valsedlar",..
"1470 Vara","ej röstande",..
"1471 Götene","Moderaterna",11.6
"1471 Götene","Centerpartiet",10.9
"1471 Götene","Folkpartiet",9.1
"1471 Götene","Kristdemokraterna",14.0
"1471 Götene","Miljöpartiet",3.9
"1471 Götene","Socialdemokraterna",40.5
"1471 Götene","Vänsterpartiet",8.0
"1471 Götene","Sverigedemokraterna",1.0
"1471 Götene","övriga partier",1.0
"1471 Götene","ogiltiga valsedlar",..
"1471 Götene","ej röstande",..
"1472 Tibro","Moderaterna",11.9
"1472 Tibro","Centerpartiet",8.1
"1472 Tibro","Folkpartiet",10.7
"1472 Tibro","Kristdemokraterna",14.3
"1472 Tibro","Miljöpartiet",3.5
"1472 Tibro","Socialdemokraterna",42.5
"1472 Tibro","Vänsterpartiet",7.2
"1472 Tibro","Sverigedemokraterna",0.8
"1472 Tibro","övriga partier",1.0
"1472 Tibro","ogiltiga valsedlar",..
"1472 Tibro","ej röstande",..
"1473 Töreboda","Moderaterna",13.7
"1473 Töreboda","Centerpartiet",14.6
"1473 Töreboda","Folkpartiet",7.3
"1473 Töreboda","Kristdemokraterna",10.9
"1473 Töreboda","Miljöpartiet",3.7
"1473 Töreboda","Socialdemokraterna",39.3
"1473 Töreboda","Vänsterpartiet",7.4
"1473 Töreboda","Sverigedemokraterna",2.3
"1473 Töreboda","övriga partier",0.9
"1473 Töreboda","ogiltiga valsedlar",..
"1473 Töreboda","ej röstande",..
"1480 Göteborg","Moderaterna",17.4
"1480 Göteborg","Centerpartiet",1.9
"1480 Göteborg","Folkpartiet",18.0
"1480 Göteborg","Kristdemokraterna",8.6
"1480 Göteborg","Miljöpartiet",6.5
"1480 Göteborg","Socialdemokraterna",33.2
"1480 Göteborg","Vänsterpartiet",11.9
"1480 Göteborg","Sverigedemokraterna",1.6
"1480 Göteborg","övriga partier",1.0
"1480 Göteborg","ogiltiga valsedlar",..
"1480 Göteborg","ej röstande",..
"1481 Mölndal","Moderaterna",15.9
"1481 Mölndal","Centerpartiet",3.0
"1481 Mölndal","Folkpartiet",19.0
"1481 Mölndal","Kristdemokraterna",9.7
"1481 Mölndal","Miljöpartiet",4.3
"1481 Mölndal","Socialdemokraterna",35.1
"1481 Mölndal","Vänsterpartiet",8.9
"1481 Mölndal","Sverigedemokraterna",2.0
"1481 Mölndal","övriga partier",2.1
"1481 Mölndal","ogiltiga valsedlar",..
"1481 Mölndal","ej röstande",..
"1482 Kungälv","Moderaterna",15.1
"1482 Kungälv","Centerpartiet",6.0
"1482 Kungälv","Folkpartiet",14.9
"1482 Kungälv","Kristdemokraterna",12.1
"1482 Kungälv","Miljöpartiet",4.0
"1482 Kungälv","Socialdemokraterna",38.4
"1482 Kungälv","Vänsterpartiet",7.5
"1482 Kungälv","Sverigedemokraterna",1.2
"1482 Kungälv","övriga partier",0.7
"1482 Kungälv","ogiltiga valsedlar",..
"1482 Kungälv","ej röstande",..
"1484 Lysekil","Moderaterna",11.4
"1484 Lysekil","Centerpartiet",3.7
"1484 Lysekil","Folkpartiet",15.4
"1484 Lysekil","Kristdemokraterna",7.0
"1484 Lysekil","Miljöpartiet",4.4
"1484 Lysekil","Socialdemokraterna",48.9
"1484 Lysekil","Vänsterpartiet",7.6
"1484 Lysekil","Sverigedemokraterna",1.2
"1484 Lysekil","övriga partier",0.4
"1484 Lysekil","ogiltiga valsedlar",..
"1484 Lysekil","ej röstande",..
"1485 Uddevalla","Moderaterna",11.8
"1485 Uddevalla","Centerpartiet",5.3
